Observation Year,Standard Week,Pest Value,Collection Type,MaxT,MinT,RH1(%),RH2(%),RF(mm),WS(kmph),SSH(hrs),EVP(mm),PEST NAME,Location
2006,15,6250,Number/Light trap,32.5,23.2,87.6,65.7,0,5.9,8.6,4.7,Greenleafhopper,Maruteru
2006,16,3010,Number/Light trap,32.7,22.8,92.6,64,42,5.1,7.6,4.8,Greenleafhopper,Maruteru
2006,17,2160,Number/Light trap,34.5,24.1,90.7,53.4,0,5.3,8.2,5,Greenleafhopper,Maruteru
2006,18,873,Number/Light trap,35,23.7,91.4,53,13.8,4.2,9.3,4.7,Greenleafhopper,Maruteru
2006,19,76,Number/Light trap,34.1,26.1,91.7,60.4,0,3,8.9,4.8,Greenleafhopper,Maruteru
2006,20,163,Number/Light trap,33.9,25.7,91.3,62.4,77.4,2.9,5.5,5.7,Greenleafhopper,Maruteru
2006,21,7186,Number/Light trap,32.1,25.7,93.4,57,1.8,2.1,4.7,6.6,Greenleafhopper,Maruteru
2006,22,520,Number/Light trap,33,26.9,92.7,55.9,0,1.6,6.4,6,Greenleafhopper,Maruteru
2006,23,732,Number/Light trap,34.1,26.8,89.4,59.6,1.4,2,6.3,6,Greenleafhopper,Maruteru
2006,24,630,Number/Light trap,36.1,27.7,87.3,53.9,0,1.6,8.1,4.8,Greenleafhopper,Maruteru
2006,25,6730,Number/Light trap,32.1,23.6,91.1,66.7,123.1,1.8,3.2,5.3,Greenleafhopper,Maruteru
2006,26,2162,Number/Light trap,28.2,25.8,90.9,83.7,88.6,2,0.9,5.5,Greenleafhopper,Maruteru
2006,27,1337,Number/Light trap,29.7,26.5,93,71,13,1.7,5.5,5.1,Greenleafhopper,Maruteru
2006,28,323,Number/Light trap,32.9,27.4,94,59.3,2.6,2.3,5.4,4.2,Greenleafhopper,Maruteru
2006,29,662,Number/Light trap,31.9,27.1,92.7,62.9,20.4,1.7,4.3,3.9,Greenleafhopper,Maruteru
2006,30,395,Number/Light trap,28.6,25.1,94.4,81,15.8,1.7,1.1,4.1,Greenleafhopper,Maruteru
2006,31,541,Number/Light trap,27.3,25,87,81.6,83.2,2.1,1.7,4,Greenleafhopper,Maruteru
2006,32,4671,Number/Light trap,30,25.8,90.4,73.9,24,1.8,5.5,3.5,Greenleafhopper,Maruteru
2006,33,969,Number/Light trap,29.9,25.5,81.1,66.4,14.3,1.9,5.7,4,Greenleafhopper,Maruteru
2006,34,6140,Number/Light trap,29.6,24.5,79.4,73.3,58.5,2.1,1.4,3.3,Greenleafhopper,Maruteru
2006,35,11370,Number/Light trap,28.7,25.2,81.9,74.6,12.4,2.5,3.3,3.6,Greenleafhopper,Maruteru
2006,36,13710,Number/Light trap,30.1,25.9,80.1,66,10,2.6,5.7,3.7,Greenleafhopper,Maruteru
2006,37,11991,Number/Light trap,30.1,25.4,83.4,72.4,42.6,2.6,4.7,3.5,Greenleafhopper,Maruteru
2006,38,14849,Number/Light trap,25.9,23.6,90.3,87,188.4,1.9,1,3.4,Greenleafhopper,Maruteru
2006,39,17715,Number/Light trap,29.9,25.1,90.7,66.1,5.2,2,6.9,3.3,Greenleafhopper,Maruteru
2006,40,30310,Number/Light trap,30.5,25.3,93.7,62.4,5,1.8,8.7,2.9,Greenleafhopper,Maruteru
2006,41,15050,Number/Light trap,32.2,25.4,96,55.1,3,1.7,7.7,2.7,Greenleafhopper,Maruteru
2006,42,8700,Number/Light trap,30.2,23.4,92.9,69.6,4.2,1.6,6.4,2.8,Greenleafhopper,Maruteru
2006,43,18750,Number/Light trap,29,22.7,94,69.1,16.8,1.6,5,2.9,Greenleafhopper,Maruteru
2006,44,10925,Number/Light trap,24,22.5,94.3,89.4,239.6,1.5,1.3,2.4,Greenleafhopper,Maruteru
2006,45,12040,Number/Light trap,27.7,22.1,93.7,67.7,12.6,1.5,5.3,2.5,Greenleafhopper,Maruteru
2006,46,7780,Number/Light trap,27.8,21.4,94.3,64.7,0,1.4,6.8,2.9,Greenleafhopper,Maruteru
2006,47,3240,Number/Light trap,27.4,21.5,93.7,55,0,1.6,7.9,3,Greenleafhopper,Maruteru
2006,48,2510,Number/Light trap,28.4,21.7,90.9,65.6,0,1.9,5.9,2.8,Greenleafhopper,Maruteru
2006,49,1676,Number/Light trap,28.1,19.9,85.1,61,0,2.1,7.7,2.8,Greenleafhopper,Maruteru
2006,50,2420,Number/Light trap,28.5,18.8,87.6,65,0,2.3,6.1,2.6,Greenleafhopper,Maruteru
2006,51,1150,Number/Light trap,24.6,20.6,92.9,79.6,0,2.7,7.3,2.5,Greenleafhopper,Maruteru
2006,52,768,Number/Light trap,25.5,20.8,90.7,70.4,0,2.7,5.2,2.6,Greenleafhopper,Maruteru
2007,1,620,Number/Light trap,25.5,20.9,87.3,71,0,2.9,6.6,2.7,Greenleafhopper,Maruteru
2007,2,88,Number/Light trap,23.7,19.6,85.1,70.7,0,3,7.1,2.8,Greenleafhopper,Maruteru
2007,3,157,Number/Light trap,26.1,21.3,88.7,63,0,4.2,6.5,2.6,Greenleafhopper,Maruteru
2007,4,226,Number/Light trap,26.3,21.6,83.7,68.9,0,4.1,7.3,2.4,Greenleafhopper,Maruteru
2007,5,1625,Number/Light trap,26.7,20.1,83.9,58,0,3,8.6,2.8,Greenleafhopper,Maruteru
2007,6,2235,Number/Light trap,26.1,21.1,88.7,58.9,0,3.6,8.6,2.9,Greenleafhopper,Maruteru
2007,7,1085,Number/Light trap,26.6,21.9,87.3,61.1,13,5.1,7.3,3,Greenleafhopper,Maruteru
2007,8,1905,Number/Light trap,26.6,19.6,83.9,53.1,0,6.4,9.9,3.2,Greenleafhopper,Maruteru
2007,9,2671,Number/Light trap,27.9,21.3,86,58,0,5.6,8,3.4,Greenleafhopper,Maruteru
2007,10,3839,Number/Light trap,27.6,22.9,88.7,66.7,0,6,7.6,3.3,Greenleafhopper,Maruteru
2007,11,3280,Number/Light trap,28.6,21.9,89.7,55.3,0,5.9,8.6,3.4,Greenleafhopper,Maruteru
2007,12,5845,Number/Light trap,29.8,22.7,90.4,51.1,0,5.4,7.3,3.7,Greenleafhopper,Maruteru
2007,13,3090,Number/Light trap,31.4,22.8,80.3,44,0,6.7,7.6,4.1,Greenleafhopper,Maruteru
2007,14,3110,Number/Light trap,31.3,22.7,87.6,42.7,0,5.6,8.1,4.4,Greenleafhopper,Maruteru
2007,15,1030,Number/Light trap,31.8,23.2,88.7,38.3,0,5.9,8.9,4.7,Greenleafhopper,Maruteru
2007,16,900,Number/Light trap,32.4,23.3,92.9,34.1,6.6,5.1,8.3,4.8,Greenleafhopper,Maruteru
2007,17,1120,Number/Light trap,34.2,26,91.6,50.7,0,5.3,9.8,5,Greenleafhopper,Maruteru
2007,18,995,Number/Light trap,34,26.2,91.6,51.7,1.2,4.2,7.7,4.7,Greenleafhopper,Maruteru
2007,19,470,Number/Light trap,36.9,28.1,88.3,41.6,0,3,6.8,4.8,Greenleafhopper,Maruteru
2007,20,771,Number/Light trap,40,29,94.7,39.9,0,2.9,8.2,5.7,Greenleafhopper,Maruteru
2007,21,198,Number/Light trap,38,28.5,92.1,57.3,5,2.1,8.8,6.6,Greenleafhopper,Maruteru
2007,22,663,Number/Light trap,35.1,28.9,92.4,55.1,0,1.6,7.5,6,Greenleafhopper,Maruteru
2007,23,141,Number/Light trap,35.5,27.3,90.1,50.4,8.2,2,5.4,6,Greenleafhopper,Maruteru
2007,24,278,Number/Light trap,34.5,27.1,94.6,53.4,72.8,1.6,7.6,4.8,Greenleafhopper,Maruteru
2007,25,129,Number/Light trap,32.1,26.9,90.3,67.5,46.6,1.8,2.9,5.3,Greenleafhopper,Maruteru
2007,26,26,Number/Light trap,28.1,25.2,87.6,80.7,95.4,2,1.8,5.5,Greenleafhopper,Maruteru
2007,27,17,Number/Light trap,31.8,28.4,90.1,58.4,3.4,1.7,6.3,5.1,Greenleafhopper,Maruteru
2007,28,54,Number/Light trap,30.8,26.1,88.3,72.4,51.4,2.3,3,4.2,Greenleafhopper,Maruteru
2007,29,26,Number/Light trap,31.2,25.8,87.4,73.9,79.8,1.7,5.3,3.9,Greenleafhopper,Maruteru
2007,30,18,Number/Light trap,30.5,26.7,93.3,78.4,12.1,1.7,4.7,4.1,Greenleafhopper,Maruteru
2007,31,8,Number/Light trap,29.7,25.3,89.6,75,80,2.1,3.1,4,Greenleafhopper,Maruteru
2007,32,24,Number/Light trap,29.8,25.9,84.6,71,51.2,1.8,3.3,3.5,Greenleafhopper,Maruteru
2007,33,81,Number/Light trap,29.8,26.4,85,70.3,28.4,1.9,5.1,4,Greenleafhopper,Maruteru
2007,34,67,Number/Light trap,29.5,25.3,89.3,69.7,38,2.1,2.8,3.3,Greenleafhopper,Maruteru
2007,35,85,Number/Light trap,28.2,24.4,89,84,87.4,2.5,1.6,3.6,Greenleafhopper,Maruteru
2007,36,139,Number/Light trap,28.3,26.3,91.1,70,30.6,2.6,4.5,3.7,Greenleafhopper,Maruteru
2007,37,128,Number/Light trap,29.7,26.4,85.6,78.6,23,2.6,5,3.5,Greenleafhopper,Maruteru
2007,38,158,Number/Light trap,25,24.7,90,89.6,125.6,1.9,0.9,3.4,Greenleafhopper,Maruteru
2007,39,3269,Number/Light trap,29.4,26.3,90.4,74,98.4,2,2,3.3,Greenleafhopper,Maruteru
2007,40,2664,Number/Light trap,28.5,24.1,92.4,77.6,78.4,1.8,2.2,2.9,Greenleafhopper,Maruteru
2007,41,9647,Number/Light trap,31.4,25.3,91,58.4,0,1.7,6.6,2.7,Greenleafhopper,Maruteru
2007,42,5062,Number/Light trap,29.8,24.1,91.4,71.4,21,1.6,5.7,2.8,Greenleafhopper,Maruteru
2007,43,8235,Number/Light trap,27.8,22.4,91.6,77.7,15.8,1.6,5.9,2.9,Greenleafhopper,Maruteru
2007,44,1730,Number/Light trap,26.4,23,93.6,83.6,49.5,1.5,4.3,2.4,Greenleafhopper,Maruteru
2007,45,2985,Number/Light trap,29.5,22.6,90.7,57.3,1.4,1.5,7.9,2.5,Greenleafhopper,Maruteru
2007,46,3078,Number/Light trap,28.9,18.4,86.7,68.9,0,1.4,9.4,2.9,Greenleafhopper,Maruteru
2007,47,5160,Number/Light trap,27.6,19.4,88.6,66.3,0,1.6,5.5,3,Greenleafhopper,Maruteru
2007,48,3514,Number/Light trap,28.1,19.5,90.9,60.4,0,1.9,5.7,2.8,Greenleafhopper,Maruteru
2007,49,1163,Number/Light trap,27.4,19,86.4,64.4,0,2.1,5.9,2.8,Greenleafhopper,Maruteru
2007,50,426,Number/Light trap,27.3,21.1,92,66.4,0,2.3,3.2,2.6,Greenleafhopper,Maruteru
2007,51,188,Number/Light trap,28,21.1,93.4,56.3,2.6,2.7,5.4,2.5,Greenleafhopper,Maruteru
2007,52,157,Number/Light trap,29.8,20.2,93.6,57.9,0,2.7,6.4,2.6,Greenleafhopper,Maruteru
2008,1,25,Number/Light trap,24.8,18.1,82.3,64.1,0,2.9,8.8,2.7,Greenleafhopper,Maruteru
2008,2,59,Number/Light trap,26.3,18.6,80.3,55.9,0,3,8.6,2.8,Greenleafhopper,Maruteru
2008,3,27,Number/Light trap,26.6,19.4,82.7,70,0,4.2,7.9,2.6,Greenleafhopper,Maruteru
2008,4,23,Number/Light trap,27.6,21.2,77.1,63.4,0,4.1,7.2,2.4,Greenleafhopper,Maruteru
2008,5,54,Number/Light trap,27.1,21.3,79,68.6,0.6,3,6.1,2.8,Greenleafhopper,Maruteru
2008,6,85,Number/Light trap,26.3,22.4,80.9,66.5,4,3.6,5.6,2.9,Greenleafhopper,Maruteru
2008,7,241,Number/Light trap,27.9,20.4,77.4,64.2,42,5.1,6.5,3,Greenleafhopper,Maruteru
2008,8,382,Number/Light trap,29.6,19.4,78.6,62.1,0,6.4,9,3.2,Greenleafhopper,Maruteru
2008,9,721,Number/Light trap,31.1,19.9,83.3,58.1,0,5.6,8.4,3.4,Greenleafhopper,Maruteru
2008,10,467,Number/Light trap,31.6,17,81.6,48,0,6,7.6,3.3,Greenleafhopper,Maruteru
2008,11,608,Number/Light trap,31.6,21.1,88.6,50.3,0,5.9,7.1,3.4,Greenleafhopper,Maruteru
2008,12,576,Number/Light trap,28.6,21.9,91.4,71.6,114.6,5.4,3.4,3.7,Greenleafhopper,Maruteru
2008,13,1764,Number/Light trap,30.6,21.9,81.3,54.6,16.8,6.7,6.9,4.1,Greenleafhopper,Maruteru
2008,14,5093,Number/Light trap,32,21.9,91.6,45.9,0,5.6,8.8,4.4,Greenleafhopper,Maruteru
2008,15,1606,Number/Light trap,32,22.1,91.1,37.7,0,5.9,8.2,4.7,Greenleafhopper,Maruteru
2008,16,1328,Number/Light trap,32.6,24.3,90.4,32.7,0,5.1,9,4.8,Greenleafhopper,Maruteru
2008,17,892,Number/Light trap,33.1,23.9,91.6,31.4,0,5.3,7.1,5,Greenleafhopper,Maruteru
2008,18,667,Number/Light trap,38.6,26.8,85.6,45.1,0,4.2,6.5,4.7,Greenleafhopper,Maruteru
2008,19,340,Number/Light trap,39.4,27.3,90.9,36.1,0,3,8.2,4.8,Greenleafhopper,Maruteru
2008,20,177,Number/Light trap,42.5,27.9,94.7,29.4,0,2.9,9.1,5.7,Greenleafhopper,Maruteru
2008,21,303,Number/Light trap,38.1,26.4,93.7,45.6,55,2.1,7.2,6.6,Greenleafhopper,Maruteru
2008,22,314,Number/Light trap,37.1,25.6,92.3,48.6,12,1.6,8.2,6,Greenleafhopper,Maruteru
2008,23,190,Number/Light trap,35.1,25.1,91.9,54.7,33.8,2,2.5,6,Greenleafhopper,Maruteru
2008,24,482,Number/Light trap,30.6,24,90.3,73.3,67,1.6,0.4,4.8,Greenleafhopper,Maruteru
2008,25,56,Number/Light trap,35.7,26.9,92.9,71.4,0.4,1.8,0.5,5.3,Greenleafhopper,Maruteru
2008,26,41,Number/Light trap,33.9,24.4,94.1,70.1,40.2,2,2.4,5.5,Greenleafhopper,Maruteru
2008,27,82,Number/Light trap,32.8,25.9,89,73.4,8.6,1.7,2.4,5.1,Greenleafhopper,Maruteru
2008,28,132,Number/Light trap,31.4,26.3,90.1,70.3,91,2.3,5,4.2,Greenleafhopper,Maruteru
2008,29,87,Number/Light trap,31.7,24.1,87.4,72.4,128.6,1.7,3.7,3.9,Greenleafhopper,Maruteru
2008,30,34,Number/Light trap,28.4,23.6,89,79.7,99.2,1.7,2,4.1,Greenleafhopper,Maruteru
2008,31,41,Number/Light trap,28.4,23.8,92.6,74.9,152.1,2.1,1,4,Greenleafhopper,Maruteru
2008,32,4,Number/Light trap,26.9,23.2,85.7,82.3,159.8,1.8,2.5,3.5,Greenleafhopper,Maruteru
2008,33,65,Number/Light trap,30.9,24.4,86.4,73.4,46.7,1.9,4.6,4,Greenleafhopper,Maruteru
2008,34,247,Number/Light trap,30.4,24.1,86.1,73.9,32.2,2.1,3.3,3.3,Greenleafhopper,Maruteru
2008,35,219,Number/Light trap,31.7,24.9,84.9,66.7,31.1,2.5,8.4,3.6,Greenleafhopper,Maruteru
2008,36,487,Number/Light trap,30.2,24.6,83.3,72.9,286.4,2.6,4.1,3.7,Greenleafhopper,Maruteru
2008,37,870,Number/Light trap,27.4,24,82.4,86,84.4,2.6,2.5,3.5,Greenleafhopper,Maruteru
2008,38,478,Number/Light trap,30.6,24.7,92.3,76.4,4.4,1.9,3.3,3.4,Greenleafhopper,Maruteru
2008,39,3070,Number/Light trap,31.9,23.4,87.6,72.1,0.2,2,7.2,3.3,Greenleafhopper,Maruteru
2008,40,3457,Number/Light trap,31.6,23.6,85.3,82,7.5,1.8,6.1,2.9,Greenleafhopper,Maruteru
2008,41,9470,Number/Light trap,31.9,24.6,95.3,77.7,4.8,1.7,7.1,2.7,Greenleafhopper,Maruteru
2008,42,3395,Number/Light trap,30.7,23.2,89,81.1,20.2,1.6,6.2,2.8,Greenleafhopper,Maruteru
2008,43,878,Number/Light trap,28.5,22,91.3,82.7,27,1.6,4.2,2.9,Greenleafhopper,Maruteru
2008,44,2050,Number/Light trap,31.5,20,89.7,72.1,0,1.5,8.9,2.4,Greenleafhopper,Maruteru
2008,45,3673,Number/Light trap,30.6,19.7,90.6,65.4,0,1.5,7.8,2.5,Greenleafhopper,Maruteru
2008,46,2833,Number/Light trap,27.9,21.1,89.7,74.7,96.5,1.4,4.2,2.9,Greenleafhopper,Maruteru
2008,47,4496,Number/Light trap,30.4,22.4,91.1,71.4,0,1.6,6.4,3,Greenleafhopper,Maruteru
2008,48,2381,Number/Light trap,25.4,19.6,89.6,76.6,27,1.9,2.1,2.8,Greenleafhopper,Maruteru
2008,49,2867,Number/Light trap,27.6,19.9,88.3,65,0,2.1,6,2.8,Greenleafhopper,Maruteru
2008,50,4117,Number/Light trap,27.9,19.6,91.3,67.3,0,2.3,6.3,2.6,Greenleafhopper,Maruteru
2008,51,1440,Number/Light trap,28.1,18,90.1,66.3,0,2.7,6.1,2.5,Greenleafhopper,Maruteru
2008,52,404,Number/Light trap,28.2,18.3,83.1,71,0,2.7,5.8,2.6,Greenleafhopper,Maruteru
2009,1,511,Number/Light trap,27.4,20.6,88.1,50.3,0,2.9,5.2,2.3,Greenleafhopper,Maruteru
2009,2,128,Number/Light trap,27,20.2,87.1,50.6,0,3,7,2.9,Greenleafhopper,Maruteru
2009,3,263,Number/Light trap,27.2,19.3,91.7,44.4,0,4.2,7.3,2.4,Greenleafhopper,Maruteru
2009,4,158,Number/Light trap,28.9,19.2,90.7,37.3,0,4.1,7.9,2.5,Greenleafhopper,Maruteru
2009,5,196,Number/Light trap,29.8,21.5,89.6,43.9,0,3,7.4,2.5,Greenleafhopper,Maruteru
2009,6,326,Number/Light trap,29.9,21.3,82.1,39,0,3.6,7.6,2.5,Greenleafhopper,Maruteru
2009,7,606,Number/Light trap,30.2,20.8,82.1,39.9,0,5.1,8.8,2.5,Greenleafhopper,Maruteru
2009,8,208,Number/Light trap,30.9,19.3,84.3,36.1,0,6.4,8.5,2.7,Greenleafhopper,Maruteru
2009,9,4297,Number/Light trap,31.6,23,91.9,42.4,0,5.6,8.3,3.1,Greenleafhopper,Maruteru
2009,10,1396,Number/Light trap,30.1,21.1,85.7,55.7,0,6,5.4,2.5,Greenleafhopper,Maruteru
2009,11,5886,Number/Light trap,30.9,23,86.6,60,0,5.9,5.4,2.5,Greenleafhopper,Maruteru
2009,12,4371,Number/Light trap,31.2,23.1,90.9,51.7,0,5.4,6.8,3.2,Greenleafhopper,Maruteru
2009,13,2782,Number/Light trap,31.8,23.1,90.4,50.7,0,6.7,8,4,Greenleafhopper,Maruteru
2009,14,8794,Number/Light trap,31.5,23.5,91.3,49.6,0,5.6,8,4.4,Greenleafhopper,Maruteru
2009,15,2116,Number/Light trap,33.3,22.9,90.9,36,0,5.9,7.8,4.7,Greenleafhopper,Maruteru
2009,16,2000,Number/Light trap,35,24.9,91.1,36.7,0,5.1,7.6,4.8,Greenleafhopper,Maruteru
2009,17,1190,Number/Light trap,34.3,25.5,89.9,32.6,0,5.3,9.5,5,Greenleafhopper,Maruteru
2009,18,266,Number/Light trap,34.6,24.5,89.6,30.3,0,4.2,8.9,4.7,Greenleafhopper,Maruteru
2009,19,670,Number/Light trap,36.1,27.6,88,27.7,0,3,9,4.8,Greenleafhopper,Maruteru
2009,20,408,Number/Light trap,36.1,27.4,88.3,29.3,0,2.9,7.5,5.7,Greenleafhopper,Maruteru
2009,21,394,Number/Light trap,36.8,26.1,78.7,68,3.3,2.1,3,6.6,Greenleafhopper,Maruteru
2009,22,261,Number/Light trap,36.9,26,86.1,68.6,1.8,1.6,7.1,6,Greenleafhopper,Maruteru
2009,23,75,Number/Light trap,37,28.6,92.7,61.3,0,2,5.1,6,Greenleafhopper,Maruteru
2009,24,26,Number/Light trap,38.1,28.1,89,67.4,0,1.6,6.9,4.8,Greenleafhopper,Maruteru
2009,25,5,Number/Light trap,37.4,29.7,87.7,62.1,0,1.8,2.1,5.3,Greenleafhopper,Maruteru
2009,26,67,Number/Light trap,36.4,27.3,91.7,73.6,0,2,2.9,5.5,Greenleafhopper,Maruteru
2009,27,324,Number/Light trap,31.9,25.7,90.7,75.7,66.3,1.7,0.4,5.1,Greenleafhopper,Maruteru
2009,28,160,Number/Light trap,31.5,25.9,91.7,73.3,14.8,2.3,2.7,4.2,Greenleafhopper,Maruteru
2009,29,29,Number/Light trap,31.3,24.9,90.3,66,54.4,1.7,4.3,3.9,Greenleafhopper,Maruteru
2009,30,34,Number/Light trap,32.1,26.9,86.9,75.1,2,1.7,5.5,4.1,Greenleafhopper,Maruteru
2009,31,41,Number/Light trap,32.8,27.3,87,63.7,33.6,2.1,6.1,4,Greenleafhopper,Maruteru
2009,32,284,Number/Light trap,33.1,27.9,89.7,61.7,5.4,1.8,7.4,3.5,Greenleafhopper,Maruteru
2009,33,195,Number/Light trap,32.3,26.7,88.6,69,27,1.9,4.3,4,Greenleafhopper,Maruteru
2009,34,198,Number/Light trap,29.4,23.9,88.6,79.3,47.2,2.1,2.6,3.3,Greenleafhopper,Maruteru
2009,35,689,Number/Light trap,31.3,25.4,93.7,78.6,26.8,2.5,5.4,3.6,Greenleafhopper,Maruteru
2009,36,804,Number/Light trap,30.9,25.5,91.3,66,84,2.6,4.4,3.7,Greenleafhopper,Maruteru
2009,37,1946,Number/Light trap,33.1,26,94.1,60,6.9,2.6,6.6,3.5,Greenleafhopper,Maruteru
2009,38,2285,Number/Light trap,32,25.3,94.5,59.4,12.4,1.9,4.2,3.4,Greenleafhopper,Maruteru
2009,39,7090,Number/Light trap,30.8,25.4,86.9,68.6,39.9,2,1.7,3.3,Greenleafhopper,Maruteru
2009,40,16017,Number/Light trap,29.3,25.1,87.3,66.7,25,1.8,3.8,2.9,Greenleafhopper,Maruteru
2009,41,8584,Number/Light trap,31.7,25.4,89.6,59,0,1.7,5.2,2.7,Greenleafhopper,Maruteru
2009,42,14575,Number/Light trap,31.8,24.4,94.3,58.4,0,1.6,8.8,2.8,Greenleafhopper,Maruteru
2009,43,5439,Number/Light trap,31.6,23.1,95.4,59.7,0,1.6,9.3,2.9,Greenleafhopper,Maruteru
2009,44,4147,Number/Light trap,30.2,23.1,91.4,71,0,1.5,6.7,2.4,Greenleafhopper,Maruteru
2009,45,3603,Number/Light trap,28.4,23,90.3,71.1,28.4,1.5,1.8,2.5,Greenleafhopper,Maruteru
2009,46,801,Number/Light trap,29.7,23.9,91.7,62.1,18.6,1.4,5.2,2.9,Greenleafhopper,Maruteru
2009,47,2019,Number/Light trap,28.9,22.9,94.4,69.3,16.9,1.6,4.7,3,Greenleafhopper,Maruteru
2009,48,2280,Number/Light trap,27.1,17.5,94.3,76.6,0,1.9,8.4,2.8,Greenleafhopper,Maruteru
2009,49,2750,Number/Light trap,28.6,17.3,91.4,68.1,0,2.1,6.7,2.8,Greenleafhopper,Maruteru
2009,50,944,Number/Light trap,28.4,18.7,86.7,60,0,2.3,6.2,2.6,Greenleafhopper,Maruteru
2009,51,240,Number/Light trap,27.6,21,87.3,71.3,1,2.7,3.6,2.5,Greenleafhopper,Maruteru
2009,52,651,Number/Light trap,26,17.4,89.4,78.4,0,2.7,7.1,2.6,Greenleafhopper,Maruteru
2010,1,858,Number/Light trap,28.2,17.4,88.7,69.4,0,2.9,6.3,2.7,Greenleafhopper,Maruteru
2010,2,93,Number/Light trap,27.8,20.2,89.9,72.9,3,3,4.2,2.8,Greenleafhopper,Maruteru
2010,3,134,Number/Light trap,28.7,20.6,86.4,72.9,1.4,4.2,5,2.6,Greenleafhopper,Maruteru
2010,4,10,Number/Light trap,26.8,16.3,88.4,75,0,4.1,7.3,2.4,Greenleafhopper,Maruteru
2010,5,69,Number/Light trap,28.6,16.6,90.9,63.6,7.3,3,8,2.8,Greenleafhopper,Maruteru
2010,6,77,Number/Light trap,29.8,17.4,89.9,59.3,13.3,3.6,7.8,2.9,Greenleafhopper,Maruteru
2010,7,85,Number/Light trap,30,19.7,89,62.7,18,5.1,9,3,Greenleafhopper,Maruteru
2010,8,697,Number/Light trap,31.4,23,92.1,53.3,16.6,6.4,7.7,3.2,Greenleafhopper,Maruteru
2010,9,963,Number/Light trap,31.3,22.7,89.6,53.4,2.2,5.6,8.7,3.4,Greenleafhopper,Maruteru
2010,10,380,Number/Light trap,31.3,23.1,92.3,55.3,0,6,7.6,3.3,Greenleafhopper,Maruteru
2010,11,1162,Number/Light trap,31.9,23.5,90.7,60.3,0,5.9,6.3,3.4,Greenleafhopper,Maruteru
2010,12,3275,Number/Light trap,31,22.9,85.6,61.3,0,5.4,7,3.7,Greenleafhopper,Maruteru
2010,13,2790,Number/Light trap,31.4,24.1,87.3,61,1.6,6.7,6.6,4.1,Greenleafhopper,Maruteru
2010,14,1275,Number/Light trap,32.1,24.3,84.3,50,0,5.6,7.4,4.4,Greenleafhopper,Maruteru
2010,15,699,Number/Light trap,32.3,24.7,89.1,52,0,5.9,6.9,4.7,Greenleafhopper,Maruteru
2010,16,1162,Number/Light trap,32.7,24.3,91.7,48.9,22.2,5.1,8.4,4.8,Greenleafhopper,Maruteru
2010,17,2000,Number/Light trap,32.6,24.4,87.6,49.9,22.2,5.3,9.7,5,Greenleafhopper,Maruteru
2010,18,188,Number/Light trap,33.4,24.6,86.1,52.6,0,4.2,9.4,4.7,Greenleafhopper,Maruteru
2010,19,72,Number/Light trap,35.5,26.6,85.9,42.9,0,3,9.2,4.8,Greenleafhopper,Maruteru
2010,20,15,Number/Light trap,33.8,25.1,88.1,54,148,2.9,5.9,5.7,Greenleafhopper,Maruteru
2010,21,632,Number/Light trap,31.4,25.9,87.6,55.6,61,2.1,5.1,6.6,Greenleafhopper,Maruteru
2010,22,131,Number/Light trap,38.9,28.3,86.9,32.9,0,1.6,8.9,6,Greenleafhopper,Maruteru
2010,23,48,Number/Light trap,37.4,26.7,83.9,37.3,10,2,4.1,6,Greenleafhopper,Maruteru
2010,24,597,Number/Light trap,32.1,24.7,89.4,59.9,28.8,1.6,1.5,4.8,Greenleafhopper,Maruteru
2010,25,853,Number/Light trap,30.9,24.9,88.3,61,90.4,1.8,0.2,5.3,Greenleafhopper,Maruteru
2010,26,266,Number/Light trap,33.6,26.9,87.7,49.1,3.8,2,3.2,5.5,Greenleafhopper,Maruteru
2010,27,92,Number/Light trap,28.1,23.1,88,71.7,117.3,1.7,0.6,5.1,Greenleafhopper,Maruteru
2010,28,57,Number/Light trap,30.1,25,88.9,60.3,57.1,2.3,2.5,4.2,Greenleafhopper,Maruteru
2010,29,37,Number/Light trap,29.7,24.6,83.9,61.1,55.6,1.7,1.6,3.9,Greenleafhopper,Maruteru
2010,30,26,Number/Light trap,28.3,23.6,87.1,77.7,91.2,1.7,0.1,4.1,Greenleafhopper,Maruteru
2010,31,51,Number/Light trap,29.9,24.9,87.7,60.3,20.8,2.1,1.9,4,Greenleafhopper,Maruteru
2010,32,31,Number/Light trap,30.4,24,87,52.1,28.6,1.8,4.4,3.5,Greenleafhopper,Maruteru
2010,33,17,Number/Light trap,30.4,25.1,91.1,51.9,78.2,1.9,3.3,4,Greenleafhopper,Maruteru
2010,34,20,Number/Light trap,31.7,25.7,84.1,56,59.6,2.1,5.4,3.3,Greenleafhopper,Maruteru
2010,35,256,Number/Light trap,29.1,23.9,90.3,61.1,117.6,2.5,2.7,3.6,Greenleafhopper,Maruteru
2010,36,409,Number/Light trap,27.5,22.9,91.3,69.3,134.3,2.6,1.4,3.7,Greenleafhopper,Maruteru
2010,37,700,Number/Light trap,30.8,24.1,90.9,55.4,80.6,2.6,2.4,3.5,Greenleafhopper,Maruteru
2010,38,1280,Number/Light trap,29.4,23.6,90,58,102.4,1.9,3.4,3.4,Greenleafhopper,Maruteru
2010,39,1945,Number/Light trap,30.9,24.1,87,57.4,72.8,2,5.2,3.3,Greenleafhopper,Maruteru
